PC 1,PC 2,target
3.7054875268886396,-0.3676374793883065,2
-3.9510558934092175,0.5854886551883197,0
-4.767293852831037,0.5624844270047921,0
-3.659220845973035,0.275623579321042,0
1.9934163550114026,0.3595873888599055,1
0.0770716645980311,-0.3156970909408406,1
-2.49546918303597,0.05252287950661083,0
4.639072135947172,0.14173246332629338,2
1.465958624674205,0.10443433858449971,1
2.724024076959317,0.23029232448854683,1
1.0590438786332106,0.09793204046701985,1
-6.0161074192710755,1.5148978449920187,0
2.099455909312149,-0.5220307370542906,1
-3.746038580701102,0.2820042865386974,0
-2.9141561693782996,-0.012255198501662165,0
-1.6420290381032927,-0.17603209145081888,0
2.1664746870247087,-0.08964375569715788,1
2.100982671419189,-0.5370328052097354,1
2.263259676277994,-0.019344906181856462,1
-1.2977991907046742,-0.5683103580036342,1
-0.6359330511636611,-0.003947180105440353,0
3.595971216867468,0.7675317830095812,1
4.490712571669601,1.2337390597386664,1
4.658316701249618,0.33003485444510033,2
-2.3846888846732197,-0.2396386612173286,1
-5.3836505871469,1.0112613857368145,0
-2.350524844869136,-0.17039104885464085,1
1.5668451483408108,0.10666891230639748,1
4.296356426612069,-0.1265781320535908,1
0.4517238577819395,-0.03463894224997042,1
0.2989054974529103,0.4406480408782121,1
-4.662359123669919,0.8702890124082177,0
-0.5369236163239292,-0.7094443809211904,1
-3.124456118823958,0.27082677685376866,1
5.210562805222874,0.18394607469592325,2
-2.8186655111911287,-0.234277292441575,1
-5.534998235536095,1.1447576959978927,0
-2.976011142154632,-0.22186463477569787,0
-0.49959802346042875,-0.07368015894073152,1
-0.5999421960273741,-0.4631155027062487,1
-1.6583916958236933,-0.10853955581804356,1
0.6594383812916842,-0.31136881009615913,1
0.7735633086583927,-0.5325868660107962,1
0.3298350980098788,-0.01784266329913519,1
-0.046955403400080885,-0.9236778880311085,1
-0.9991292558754,-0.05724671611076881,1
-4.1553253675105735,0.475855455198624,0
3.360426812725826,0.9348145149063666,2
-0.5808855232435888,-0.2847809198203301,1
-0.6751182565783709,-0.748356870237008,1
4.354595629734667,0.7109181282700064,2
-1.2229930311732682,0.046399884531210696,1
3.085514602152647,0.1657981363628333,1
-2.1858985791460843,-0.19157785466513566,1
-5.770697011701992,1.3483874782891978,0
-0.02495552213107529,-0.03589126873691457,1
-1.38659600978886,-0.3980683972709985,1
1.2679345841878404,0.11644917068309749,1
-4.554209899986019,0.5211028816405714,0
-2.141743216390091,-0.21606138137499822,0
-5.828951905331135,1.329770490727627,0
-1.544648713256138,0.13781968232701813,0
3.450027412480239,-0.026422155299975027,1
-1.9522707224171232,-0.3447797999530194,1
-1.8502054874840534,0.1302094056703626,1
0.5373658225687981,0.19505440241112484,1
-0.1726802477632676,-0.36652542105642566,2
0.6796231331041545,0.3696579622824564,1
1.0916904783598425,-0.8017269208538133,2
0.47243142607029626,-0.16203169633067843,1
0.8974491954688367,-0.14543962023981324,1
1.5754305449661288,0.47356027945670753,1
1.8487304342775404,-0.36489259272151914,2
3.40973850472892,0.27722546355463945,1
-2.7949061998503115,0.1618166439948939,0
1.8822695384828052,0.04844617960220331,1
3.8648675738774854,0.6466478328665821,2
4.419676677757135,1.152934059674213,1
-0.21679314285338497,-0.11811808235994958,1
0.9003923345955017,0.011800463797399756,2
-0.43515938479758254,-0.6542701026664729,2
1.7970554975110904,-0.34478206344798873,1
-3.172869025209012,-0.080921314904351,0
3.5147026465706346,0.26537344439505633,2
1.2885048019750343,-0.3667041114888814,1
-1.3020867690599216,-0.4416316519817104,2
-1.6668894626549016,-0.22867748911790928,1
0.7909736862413899,0.15319945261171833,1
0.7574809258790209,-0.4461570923666615,1
-1.308214945062871,-0.16725402944784293,1
3.3191799208757726,-0.42628463212530704,2
-3.614698571098747,0.11240959452013334,0
4.581655259077165,1.5447476401101747,1
3.861064393425763,0.0691905112047132,1
0.16190906350940978,-0.7641103063587947,1
-3.8594389106048093,0.08969265954448644,0
3.814972219890081,0.7803792379468014,1
1.629537359583175,0.033966918425868485,1
-0.6009922352695606,-0.18318178068687666,1
-2.0806544388582933,-0.05135085392531249,1
1.9082200628713812,-0.17687478563331832,1
1.4409085623946685,-0.4054601987414982,1
-0.27305373057838905,-0.10487445080679735,1
0.49351960184656374,-0.514544802614962,1
4.747722475601232,0.9249579315140649,1
2.932096358595402,-0.3803690861550597,1
4.323905471022013,0.02263474566776042,1
-2.6256403516416777,-0.18231031429757283,1
-0.5036583255996171,-0.28364647345198407,2
-1.6297765276923113,-0.23337819929455858,0
2.92574565887136,0.24885823884767164,1
-3.3813382653993367,0.30260761635158,0
1.125089143420176,-0.04526464415477276,1
-3.2277613947607384,0.24741878503224518,0
-3.87463042771324,0.1035845411058693,0
1.303001044733359,-0.22454476630638262,1
0.5149079811268513,-0.983015552805671,1
3.8644539639050213,0.08604541952787656,1
-2.220872675885938,-0.14530281963307032,2
-1.7826630947408764,-0.5490000292656563,1
1.740865652138328,0.3417950695923889,1
-0.7233439966030073,-0.05174892574163385,1
-0.9337886781500718,-0.5431907739248423,0
3.915369946989383,0.6892447895919035,2
-1.4657950144628882,-0.18994548007316356,1
0.11177382493985094,-0.46087133512927214,2
3.5750900137126784,0.11025248022452702,2
-4.680825648244394,0.7163493278064065,0
2.1932201350671927,-0.05594485045475633,1
-0.9880758288082009,0.11044477019948908,1
-1.2665645451200858,0.08105253041564507,1
0.7369277552500556,-0.28040724069650963,1
-2.982679493232535,-0.13623816992310994,1
4.992924718900641,0.6739914108463436,1
-1.8709074329240538,0.005841214330307615,0
-3.5366236105015556,-0.00685082600469146,1
-1.1606431873541767,-0.35283685304478385,0
-3.377515725046736,0.025883378324605494,0
-2.5156521849960125,-0.14256392889155986,0
-0.714222756175156,-0.41371307313026495,1
4.839784132876795,0.9591610021562408,1
4.46265324973089,-0.03607749826115373,1
-2.4466100110538505,-0.21291733691263312,0
-3.467765427200318,0.043281705671017724,1
1.3501259862808972,0.06500207324764427,1
1.7764806034136325,0.13814996010765215,2
4.550757521915709,0.7905395509929825,1
-1.4946481839060448,-0.34917673099575164,1
1.478083445533267,0.1755281906863621,1
3.4676436740233108,0.49729372321453974,1
-1.5787774310711415,0.2616576174080878,0
1.8028944566262053,0.5193406547163254,1
2.24482383401829,-0.30459927749665033,1
1.7754764603704871,0.05331830589509741,2
-0.779972439545021,-0.9343540407416989,1
-1.9942737446996786,-0.09322949145054625,0
-3.4973024959574195,0.08990334378251254,0
-1.5929234165108823,0.10634787062752678,1
4.780903169124447,1.0009546357675954,1
1.4867287630650063,0.062410575226391554,1
-0.01386908581632836,-0.4827595001491317,1
2.9209680780355254,-0.18502967491066813,1
3.2548904868161266,-0.5186260508137611,1
-2.1945189225772515,-0.608857722902591,0
-1.8889307590621782,-0.38958866269421294,0
-1.050358199016414,-0.2642758007053792,1
2.453243231878886,0.591844915064284,1
-0.9372835410487107,-0.13995300226866203,1
0.694432418605675,-0.000756923039759508,1
-1.9287003640403702,-0.256737576847711,1
0.42985200260946604,-0.18576676470665676,1
-0.4155971814927113,-0.07755313419266549,1
-0.05606607296032225,-0.5585584163938766,2
2.276455235422118,-0.19005797932687765,1
3.786633891238057,0.16027425344669094,1
2.4724098555434826,0.42150718724239167,1
1.2805088962988762,-0.3764457635020418,1
1.2032579820501486,0.032250400671191386,1
-1.3873007733419986,-0.2753709347504557,1
-2.81413147419668,0.18172052996656313,0
-0.707938122202788,-0.6401880758703269,2
1.3374859344627965,0.25336144303635477,2
-3.132473332494931,-0.1623189710396428,0
1.904618403254904,0.17109764414510809,1
-0.7700900274100737,0.07352057795112858,1
0.270097565835713,0.010762112575555812,1
-1.8438298962827568,0.16956573632111677,1
